orgid,pulseid,manager,q1_s,q2_s,q3_s,q4_s,q5_s,q6_s,q7_s,q8_s,q9_s,q10_s,gender,ethnic,los,wave,group,stratum,sector,female_mgr,progress,num_managers,org_nor
esorg103,espulse1900,No,1,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Male,British,2,2,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1901,Yes,7,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Male,British,0,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1902,Yes,8,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,6,2,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1903,No,6,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,1,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1904,No,10,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Male,British,1,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1905,No,5,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Male,British,1,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1906,No,5,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Don't know,Don't know,Don't know,Agree,Neither agree nor disagree,Male,British,1,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1907,Yes,6,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,15,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1908,No,1,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Female,British,3,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg103,espulse1909,Yes,6,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,5,1,Control,1,103Electrical installation/training,0.16,0.87,50,950
esorg104,espulse1910,No,9,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Male,Other,2,2,Control,2,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1911,No,8,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,6,1,Control,2,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1912,No,10,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Male,Other,4,2,Control,2,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1913,No,10,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Any other Ethnic Group,17,2,Control,2,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1914,No,9,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Female,Other,1,2,Control,2,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1915,Yes,5,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Female,Caribbean,2,1,Treatment,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1916,Yes,8,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Female,Indian,2,2,Treatment,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1917,Yes,9,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Female,Other,1,2,Treatment,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1918,No,8,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Female,British,4,2,Treatment,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1919,Yes,8,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Female,Indian,2,2,Treatment,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1920,Yes,10,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Female,Other,13,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1921,No,10,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Male,British,19,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1922,No,9,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Male,British,3,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1923,No,8,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1924,Yes,10,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Female,British,21,2,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1925,Yes,5,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Female,British,5,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1926,No,10,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Male,British,2,2,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1927,No,6,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Female,African,2,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1928,No,10,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,African,1,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1929,No,7,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,1,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1930,No,10,Strongly Agree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Indian,0,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg104,espulse1931,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Control,1,104Residential care,0.60000002,0.95,5,50
esorg105,espulse1932,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,I do not wish to disclose my ethnic origin,9,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1933,No,3,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Female,British,3,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1934,No,5,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Neither agree nor disagree,Male,British,1,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1935,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1936,Yes,9,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Female,British,16,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1937,Yes,3,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Female,British,3,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1938,No,10,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Don't know,Strongly Agree,Agree,Strongly Agree,Male,Indian,1,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1939,Yes,10,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,7,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1940,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Disagree,Don't know,Strongly Agree,Strongly Agree,Agree,Female,British,6,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1941,Yes,9,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1942,Yes,10,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1943,No,9,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,2,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1944,Yes,9,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Female,British,11,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1945,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,5,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1946,Yes,7,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Disagree,Female,British,4,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1947,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Other,2,1,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1948,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,7,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1949,No,8,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Other,I do not wish to disclose my ethnic origin,1,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1950,No,7,Don't know,Disagree,Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Female,British,2,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1951,No,10,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Other,2,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1952,No,8,Strongly Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Female,British,3,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1953,Yes,9,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Female,British,14,1,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1954,No,8,Agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,British,2,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1955,Yes,7,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Female,British,3,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1956,No,10,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,7,1,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1957,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,4,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1958,Yes,10,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,15,1,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1959,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,7,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1960,Yes,8,Strongly Agree,Agree,Agree,Don't know,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Female,British,1,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1961,No,7,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Female,British,18,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1962,No,1,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Female,Caribbean,3,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1963,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Other,3,2,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1964,No,5,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Female,British,9,1,Treatment,2,105Charity,0.77,0.79,35,180
esorg105,espulse1965,Yes,9,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Female,Irish,8,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1966,No,10,Agree,Agree,Agree,Don't know,Strongly Disagree,Don't know,Agree,Agree,Strongly Agree,Female,British,0,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1967,No,1,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Female,British,3,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1968,No,10,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Female,British,5,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1969,No,8,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,8,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1970,No,8,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Male,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1971,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1972,No,7,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1973,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,4,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1974,No,10,Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1975,No,7,Strongly Agree,Strongly Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Male,British,5,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1976,No,8,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Male,British,7,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1977,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1978,No,4,Agree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Agree,Don't know,Disagree,Neither agree nor disagree,Disagree,Female,British,5,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1979,No,10,Agree,Agree,Agree,Don't know,Neither agree nor disagree,Don't know,Agree,Agree,Agree,Male,Other,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1980,No,10,Strongly Agree,Agree,Agree,Don't know,Neither agree nor disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,2,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1981,Yes,9,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Female,Irish,8,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1982,No,10,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Male,British,7,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1983,No,10,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Female,British,5,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1984,No,10,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1985,No,6,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Female,British,21,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1986,Yes,10,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,3,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1987,No,8,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Male,British,19,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1988,No,9,Strongly Agree,Agree,Strongly Agree,Don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Female,British,3,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1989,No,5,Strongly Agree,Agree,Agree,Don't know,Neither agree nor disagree,Don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,British,4,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1990,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,2,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1991,No,7,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1992,No,9,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,7,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1993,No,10,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Female,British,5,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1994,Yes,7,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Male,Indian,4,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1995,No,10,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,6,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1996,No,10,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,5,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1997,No,10,Strongly Agree,Agree,Agree,Don't know,Neither agree nor disagree,Don't know,Agree,Agree,Agree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1998,No,8,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Don't know,Female,Any other black background,19,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse1999,No,10,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,8,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2000,No,10,Strongly Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,8,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2001,Yes,9,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,11,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2002,Yes,8,Strongly Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Female,British,9,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2003,No,2,Agree,Agree,Agree,Don't know,Neither agree nor disagree,Don't know,Agree,Agree,Agree,Male,British,0,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2004,No,7,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,British,3,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2005,Yes,10,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Agree,Female,British,12,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2006,No,8,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Male,British,0,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2007,No,10,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,10,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2008,No,10,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2009,No,8,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Female,I do not wish to disclose my ethnic origin,4,2,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2010,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Treatment,1,105Charity,0.77,0.79,35,180
esorg105,espulse2011,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,2,2,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2012,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Non-binary,British,2,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2013,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2014,No,8,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,4,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2015,Yes,8,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Don't know,Agree,Agree,Agree,Female,British,14,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2016,Yes,1,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Female,British,12,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2017,Yes,9,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,13,2,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2018,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2019,Yes,8,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Female,British,15,2,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2020,No,8,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Female,British,21,2,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2021,Yes,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Male,British,5,2,Control,1,105Charity,0.77,0.79,35,180
esorg105,espulse2022,Yes,8,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Female,British,6,2,Control,1,105Charity,0.77,0.79,35,180
